Province Name,Province,Day,Confirmed,Cumulative confirmed,Cumulative deaths
M'SILA,28,2020-04-16,0,10,6
MASCARA,29,2020-04-16,0,20,4
OUARGLA,30,2020-04-16,0,14,1
ORAN,31,2020-04-16,1,145,11
EL BAYADH,32,2020-04-16,0,1,0
ILLIZI,33,2020-04-16,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-16,0,41,10
BOUMERDES,35,2020-04-16,0,29,6
EL-TARF,36,2020-04-16,0,4,0
TINDOUF,37,2020-04-16,0,0,0
TISSEMSILT,38,2020-04-16,0,27,2
EL OUED,39,2020-04-16,0,23,7
KHENCHELA,40,2020-04-16,0,12,1
SOUK-AHRAS,41,2020-04-16,0,6,1
TIPAZA,42,2020-04-16,0,70,14
MILA,43,2020-04-16,0,4,1
AIN DEFLA,44,2020-04-16,0,63,5
NAAMA,45,2020-04-16,0,1,0
AIN-TEMOUCHENT,46,2020-04-16,0,16,2
GHARDAIA,47,2020-04-16,0,18,3
RELIZANE,48,2020-04-16,0,10,2
ADRAR,1,2020-04-17,7,13,1
CHLEF,2,2020-04-17,0,45,1
LAGHOUAT,3,2020-04-17,0,12,0
OUM EL BOUAGHI,4,2020-04-17,4,22,4
BATNA,5,2020-04-17,1,26,4
BEJAIA,6,2020-04-17,8,94,13
BISKRA,7,2020-04-17,3,14,4
BECHAR,8,2020-04-17,0,10,0
BLIDA,9,2020-04-17,13,628,91
BOUIRA,10,2020-04-17,1,17,2
TAMENGHASSET,11,2020-04-17,0,1,0
TEBESSA,12,2020-04-17,0,10,2
TLEMCEN,13,2020-04-17,0,38,6
TIARET,14,2020-04-17,1,14,1
TIZI OUZOU,15,2020-04-17,14,85,10
ALGER,16,2020-04-17,17,427,96
DJELFA,17,2020-04-17,2,35,2
JIJEL,18,2020-04-17,3,27,4
SETIF,19,2020-04-17,6,101,9
SAIDA,20,2020-04-17,0,1,0
SKIKDA,21,2020-04-17,3,27,2
SIDI BEL ABBES,22,2020-04-17,0,25,5
ANNABA,23,2020-04-17,1,17,3
GUELMA,24,2020-04-17,2,8,0
CONSTANTINE,25,2020-04-17,15,57,9
MEDEA,26,2020-04-17,5,35,8
MOSTAGANEM,27,2020-04-17,9,46,3
M'SILA,28,2020-04-17,3,13,6
MASCARA,29,2020-04-17,0,22,4
OUARGLA,30,2020-04-17,8,22,3
ORAN,31,2020-04-17,0,145,12
EL BAYADH,32,2020-04-17,0,1,0
ILLIZI,33,2020-04-17,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-17,1,50,12
BOUMERDES,35,2020-04-17,2,33,6
EL-TARF,36,2020-04-17,0,6,0
TINDOUF,37,2020-04-17,0,0,0
TISSEMSILT,38,2020-04-17,1,29,2
EL OUED,39,2020-04-17,0,23,7
KHENCHELA,40,2020-04-17,5,19,2
SOUK-AHRAS,41,2020-04-17,1,7,1
TIPAZA,42,2020-04-17,3,76,15
MILA,43,2020-04-17,2,6,1
AIN DEFLA,44,2020-04-17,3,73,5
NAAMA,45,2020-04-17,0,1,0
AIN-TEMOUCHENT,46,2020-04-17,0,18,2
GHARDAIA,47,2020-04-17,6,25,4
RELIZANE,48,2020-04-17,0,12,2
ADRAR,1,2020-04-18,1,14,1
CHLEF,2,2020-04-18,0,45,1
LAGHOUAT,3,2020-04-18,1,13,0
OUM EL BOUAGHI,4,2020-04-18,6,28,4
BATNA,5,2020-04-18,0,26,4
BEJAIA,6,2020-04-18,2,96,13
BISKRA,7,2020-04-18,0,14,4
BECHAR,8,2020-04-18,0,10,0
BLIDA,9,2020-04-18,35,663,94
BOUIRA,10,2020-04-18,0,17,2
TAMENGHASSET,11,2020-04-18,0,1,0
TEBESSA,12,2020-04-18,0,10,2
TLEMCEN,13,2020-04-18,6,44,6
TIARET,14,2020-04-18,0,14,1
TIZI OUZOU,15,2020-04-18,1,86,10
ALGER,16,2020-04-18,12,439,96
DJELFA,17,2020-04-18,5,40,2
JIJEL,18,2020-04-18,0,27,4
SETIF,19,2020-04-18,6,107,9
SAIDA,20,2020-04-18,0,1,0
SKIKDA,21,2020-04-18,0,27,2
SIDI BEL ABBES,22,2020-04-18,0,25,5
ANNABA,23,2020-04-18,2,19,3
GUELMA,24,2020-04-18,1,9,0
CONSTANTINE,25,2020-04-18,1,58,9
MEDEA,26,2020-04-18,2,37,8
MOSTAGANEM,27,2020-04-18,0,46,3
M'SILA,28,2020-04-18,0,13,6
MASCARA,29,2020-04-18,0,22,4
OUARGLA,30,2020-04-18,4,26,3
ORAN,31,2020-04-18,8,153,12
EL BAYADH,32,2020-04-18,0,1,0
ILLIZI,33,2020-04-18,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-18,0,50,12
BOUMERDES,35,2020-04-18,1,34,6
EL-TARF,36,2020-04-18,0,6,0
TINDOUF,37,2020-04-18,0,0,0
TISSEMSILT,38,2020-04-18,0,29,2
EL OUED,39,2020-04-18,7,30,7
KHENCHELA,40,2020-04-18,2,21,2
SOUK-AHRAS,41,2020-04-18,0,7,1
TIPAZA,42,2020-04-18,7,83,15
MILA,43,2020-04-18,1,7,1
AIN DEFLA,44,2020-04-18,2,75,5
NAAMA,45,2020-04-18,0,1,0
AIN-TEMOUCHENT,46,2020-04-18,0,18,2
GHARDAIA,47,2020-04-18,3,28,4
RELIZANE,48,2020-04-18,0,12,2
ADRAR,1,2020-04-19,7,13,1
CHLEF,2,2020-04-19,0,45,1
LAGHOUAT,3,2020-04-19,0,12,0
OUM EL BOUAGHI,4,2020-04-19,4,22,4
BATNA,5,2020-04-19,1,26,4
BEJAIA,6,2020-04-19,8,94,13
BISKRA,7,2020-04-19,3,14,4
BECHAR,8,2020-04-19,0,10,0
BLIDA,9,2020-04-19,13,628,91
BOUIRA,10,2020-04-19,1,17,2
TAMENGHASSET,11,2020-04-19,0,1,0
TEBESSA,12,2020-04-19,0,10,2
TLEMCEN,13,2020-04-19,0,38,6
TIARET,14,2020-04-19,1,14,1
TIZI OUZOU,15,2020-04-19,14,85,10
ALGER,16,2020-04-19,17,427,96
DJELFA,17,2020-04-19,2,35,2
JIJEL,18,2020-04-19,3,27,4
SETIF,19,2020-04-19,6,101,9
SAIDA,20,2020-04-19,0,1,0
SKIKDA,21,2020-04-19,3,27,2
SIDI BEL ABBES,22,2020-04-19,0,25,5
ANNABA,23,2020-04-19,1,17,3
GUELMA,24,2020-04-19,2,8,0
CONSTANTINE,25,2020-04-19,15,57,9
MEDEA,26,2020-04-19,5,35,8
MOSTAGANEM,27,2020-04-19,9,46,3
M'SILA,28,2020-04-19,3,13,6
MASCARA,29,2020-04-19,0,22,4
OUARGLA,30,2020-04-19,8,22,3
ORAN,31,2020-04-19,0,145,12
EL BAYADH,32,2020-04-19,0,1,0
ILLIZI,33,2020-04-19,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-19,1,50,12
BOUMERDES,35,2020-04-19,2,33,6
EL-TARF,36,2020-04-19,0,6,0
TINDOUF,37,2020-04-19,0,0,0
TISSEMSILT,38,2020-04-19,1,29,2
EL OUED,39,2020-04-19,0,23,7
KHENCHELA,40,2020-04-19,5,19,2
SOUK-AHRAS,41,2020-04-19,1,7,1
TIPAZA,42,2020-04-19,3,76,15
MILA,43,2020-04-19,2,6,1
AIN DEFLA,44,2020-04-19,3,73,5
NAAMA,45,2020-04-19,0,1,0
AIN-TEMOUCHENT,46,2020-04-19,0,18,2
GHARDAIA,47,2020-04-19,6,25,4
RELIZANE,48,2020-04-19,0,12,2
ADRAR,1,2020-04-20,0,15,1
CHLEF,2,2020-04-20,4,49,1
LAGHOUAT,3,2020-04-20,3,16,0
OUM EL BOUAGHI,4,2020-04-20,1,33,4
BATNA,5,2020-04-20,0,26,4
BEJAIA,6,2020-04-20,3,100,13
BISKRA,7,2020-04-20,2,20,5
BECHAR,8,2020-04-20,0,14,0
BLIDA,9,2020-04-20,8,677,97
BOUIRA,10,2020-04-20,0,18,2
TAMENGHASSET,11,2020-04-20,0,1,0
TEBESSA,12,2020-04-20,1,12,2
TLEMCEN,13,2020-04-20,0,44,6
TIARET,14,2020-04-20,0,15,2
TIZI OUZOU,15,2020-04-20,4,95,11
ALGER,16,2020-04-20,10,455,97
DJELFA,17,2020-04-20,0,42,4
JIJEL,18,2020-04-20,1,31,4
SETIF,19,2020-04-20,1,112,9
SAIDA,20,2020-04-20,0,1,0
SKIKDA,21,2020-04-20,1,30,3
SIDI BEL ABBES,22,2020-04-20,1,26,5
ANNABA,23,2020-04-20,0,20,3
GUELMA,24,2020-04-20,1,11,0
CONSTANTINE,25,2020-04-20,14,72,9
MEDEA,26,2020-04-20,0,41,9
MOSTAGANEM,27,2020-04-20,4,51,3
M'SILA,28,2020-04-20,0,15,6
MASCARA,29,2020-04-20,2,24,4
OUARGLA,30,2020-04-20,0,34,3
ORAN,31,2020-04-20,7,160,12
EL BAYADH,32,2020-04-20,0,1,0
ILLIZI,33,2020-04-20,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-20,2,62,14
BOUMERDES,35,2020-04-20,1,36,6
EL-TARF,36,2020-04-20,1,8,0
TINDOUF,37,2020-04-20,0,0,0
TISSEMSILT,38,2020-04-20,0,29,2
EL OUED,39,2020-04-20,0,31,7
KHENCHELA,40,2020-04-20,0,22,2
SOUK-AHRAS,41,2020-04-20,0,7,1
TIPAZA,42,2020-04-20,7,97,18
MILA,43,2020-04-20,2,9,1
AIN DEFLA,44,2020-04-20,8,91,5
NAAMA,45,2020-04-20,0,1,0
AIN-TEMOUCHENT,46,2020-04-20,0,18,2
GHARDAIA,47,2020-04-20,0,32,4
RELIZANE,48,2020-04-20,0,12,3
ADRAR,1,2020-04-21,0,15,1
CHLEF,2,2020-04-21,0,49,1
LAGHOUAT,3,2020-04-21,0,16,0
OUM EL BOUAGHI,4,2020-04-21,0,33,4
BATNA,5,2020-04-21,0,26,4
BEJAIA,6,2020-04-21,0,100,13
BISKRA,7,2020-04-21,2,22,6
BECHAR,8,2020-04-21,0,14,0
BLIDA,9,2020-04-21,16,692,100
BOUIRA,10,2020-04-21,0,18,2
TAMENGHASSET,11,2020-04-21,0,1,0
TEBESSA,12,2020-04-21,3,15,2
TLEMCEN,13,2020-04-21,1,45,6
TIARET,14,2020-04-21,4,19,2
TIZI OUZOU,15,2020-04-21,0,95,12
ALGER,16,2020-04-21,5,460,97
DJELFA,17,2020-04-21,0,42,4
JIJEL,18,2020-04-21,1,32,4
SETIF,19,2020-04-21,7,119,10
SAIDA,20,2020-04-21,1,2,0
SKIKDA,21,2020-04-21,0,30,4
SIDI BEL ABBES,22,2020-04-21,0,26,5
ANNABA,23,2020-04-21,3,23,3
GUELMA,24,2020-04-21,2,14,0
CONSTANTINE,25,2020-04-21,19,91,9
MEDEA,26,2020-04-21,1,42,9
MOSTAGANEM,27,2020-04-21,2,53,3
M'SILA,28,2020-04-21,1,16,6
MASCARA,29,2020-04-21,0,24,4
OUARGLA,30,2020-04-21,3,37,3
ORAN,31,2020-04-21,8,168,12
EL BAYADH,32,2020-04-21,0,1,0
ILLIZI,33,2020-04-21,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-21,3,65,14
BOUMERDES,35,2020-04-21,0,36,7
EL-TARF,36,2020-04-21,1,9,0
TINDOUF,37,2020-04-21,0,0,0
TISSEMSILT,38,2020-04-21,3,32,2
EL OUED,39,2020-04-21,0,31,7
KHENCHELA,40,2020-04-21,1,23,2
SOUK-AHRAS,41,2020-04-21,0,7,1
TIPAZA,42,2020-04-21,1,98,18
MILA,43,2020-04-21,0,9,1
AIN DEFLA,44,2020-04-21,5,96,5
NAAMA,45,2020-04-21,0,1,0
AIN-TEMOUCHENT,46,2020-04-21,0,18,2
GHARDAIA,47,2020-04-21,0,32,4
RELIZANE,48,2020-04-21,0,12,3
ADRAR,1,2020-04-22,0,15,1
CHLEF,2,2020-04-22,0,49,1
LAGHOUAT,3,2020-04-22,0,16,0
OUM EL BOUAGHI,4,2020-04-22,0,33,4
BATNA,5,2020-04-22,0,26,4
BEJAIA,6,2020-04-22,0,100,13
BISKRA,7,2020-04-22,2,22,6
BECHAR,8,2020-04-22,0,14,0
BLIDA,9,2020-04-22,16,692,100
BOUIRA,10,2020-04-22,0,18,2
TAMENGHASSET,11,2020-04-22,0,1,0
TEBESSA,12,2020-04-22,3,15,2
TLEMCEN,13,2020-04-22,1,45,6
TIARET,14,2020-04-22,4,19,2
TIZI OUZOU,15,2020-04-22,0,95,12
ALGER,16,2020-04-22,5,460,97
DJELFA,17,2020-04-22,0,42,4
JIJEL,18,2020-04-22,1,32,4
SETIF,19,2020-04-22,7,119,10
SAIDA,20,2020-04-22,1,2,0
SKIKDA,21,2020-04-22,0,30,4
SIDI BEL ABBES,22,2020-04-22,0,26,5
ANNABA,23,2020-04-22,3,23,3
GUELMA,24,2020-04-22,2,14,0
CONSTANTINE,25,2020-04-22,19,91,9
MEDEA,26,2020-04-22,1,42,9
MOSTAGANEM,27,2020-04-22,2,53,3
M'SILA,28,2020-04-22,1,16,6
MASCARA,29,2020-04-22,0,24,4
OUARGLA,30,2020-04-22,3,37,3
ORAN,31,2020-04-22,8,168,12
EL BAYADH,32,2020-04-22,0,1,0
ILLIZI,33,2020-04-22,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-22,3,65,14
BOUMERDES,35,2020-04-22,0,36,7
EL-TARF,36,2020-04-22,1,9,0
TINDOUF,37,2020-04-22,0,0,0
TISSEMSILT,38,2020-04-22,3,32,2
EL OUED,39,2020-04-22,0,31,7
KHENCHELA,40,2020-04-22,1,23,2
SOUK-AHRAS,41,2020-04-22,0,7,1
TIPAZA,42,2020-04-22,1,98,18
MILA,43,2020-04-22,0,9,1
AIN DEFLA,44,2020-04-22,5,96,5
NAAMA,45,2020-04-22,0,1,0
AIN-TEMOUCHENT,46,2020-04-22,0,18,2
GHARDAIA,47,2020-04-22,0,32,4
RELIZANE,48,2020-04-22,0,12,3
ADRAR,1,2020-04-23,0,25,1
CHLEF,2,2020-04-23,0,49,1
LAGHOUAT,3,2020-04-23,3,19,0
OUM EL BOUAGHI,4,2020-04-23,2,37,4
BATNA,5,2020-04-23,0,26,4
BEJAIA,6,2020-04-23,5,107,14
BISKRA,7,2020-04-23,8,31,6
BECHAR,8,2020-04-23,0,14,0
BLIDA,9,2020-04-23,1,702,102
BOUIRA,10,2020-04-23,1,19,2
TAMENGHASSET,11,2020-04-23,0,1,0
TEBESSA,12,2020-04-23,3,19,2
TLEMCEN,13,2020-04-23,8,53,6
TIARET,14,2020-04-23,0,29,2
TIZI OUZOU,15,2020-04-23,0,97,13
ALGER,16,2020-04-23,5,466,98
DJELFA,17,2020-04-23,2,45,4
JIJEL,18,2020-04-23,1,33,5
SETIF,19,2020-04-23,2,133,10
SAIDA,20,2020-04-23,0,4,0
SKIKDA,21,2020-04-23,0,30,4
SIDI BEL ABBES,22,2020-04-23,0,29,5
ANNABA,23,2020-04-23,0,24,3
GUELMA,24,2020-04-23,0,16,1
CONSTANTINE,25,2020-04-23,0,98,9
MEDEA,26,2020-04-23,0,42,9
MOSTAGANEM,27,2020-04-23,0,56,3
M'SILA,28,2020-04-23,1,17,6
MASCARA,29,2020-04-23,13,39,4
OUARGLA,30,2020-04-23,0,40,4
ORAN,31,2020-04-23,6,181,13
EL BAYADH,32,2020-04-23,0,2,0
ILLIZI,33,2020-04-23,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-23,5,70,16
BOUMERDES,35,2020-04-23,4,40,7
EL-TARF,36,2020-04-23,0,9,0
TINDOUF,37,2020-04-23,0,0,0
TISSEMSILT,38,2020-04-23,2,39,2
EL OUED,39,2020-04-23,0,31,8
KHENCHELA,40,2020-04-23,0,23,2
SOUK-AHRAS,41,2020-04-23,0,7,1
TIPAZA,42,2020-04-23,9,109,19
MILA,43,2020-04-23,0,9,1
AIN DEFLA,44,2020-04-23,9,107,5
NAAMA,45,2020-04-23,0,1,0
AIN-TEMOUCHENT,46,2020-04-23,4,23,4
GHARDAIA,47,2020-04-23,0,37,4
RELIZANE,48,2020-04-23,3,17,3
ADRAR,1,2020-04-24,0,25,1
CHLEF,2,2020-04-24,0,49,1
LAGHOUAT,3,2020-04-24,1,20,0
OUM EL BOUAGHI,4,2020-04-24,3,40,4
BATNA,5,2020-04-24,0,26,4
BEJAIA,6,2020-04-24,1,108,14
BISKRA,7,2020-04-24,11,42,6
BECHAR,8,2020-04-24,0,14,0
BLIDA,9,2020-04-24,28,730,102
BOUIRA,10,2020-04-24,1,20,2
TAMENGHASSET,11,2020-04-24,0,1,0
TEBESSA,12,2020-04-24,1,20,2
TLEMCEN,13,2020-04-24,8,61,6
TIARET,14,2020-04-24,17,46,2
TIZI OUZOU,15,2020-04-24,0,97,13
ALGER,16,2020-04-24,6,472,103
DJELFA,17,2020-04-24,0,45,4
JIJEL,18,2020-04-24,1,34,5
SETIF,19,2020-04-24,7,140,10
SAIDA,20,2020-04-24,0,4,0
SKIKDA,21,2020-04-24,3,33,4
SIDI BEL ABBES,22,2020-04-24,3,32,5
ANNABA,23,2020-04-24,0,24,3
GUELMA,24,2020-04-24,0,16,1
CONSTANTINE,25,2020-04-24,4,102,9
MEDEA,26,2020-04-24,2,44,10
MOSTAGANEM,27,2020-04-24,0,56,3
M'SILA,28,2020-04-24,0,17,6
MASCARA,29,2020-04-24,0,39,4
OUARGLA,30,2020-04-24,0,40,5
ORAN,31,2020-04-24,5,186,13
EL BAYADH,32,2020-04-24,1,3,0
ILLIZI,33,2020-04-24,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-24,0,70,16
BOUMERDES,35,2020-04-24,2,42,7
EL-TARF,36,2020-04-24,1,10,0
TINDOUF,37,2020-04-24,0,0,0
TISSEMSILT,38,2020-04-24,3,42,2
EL OUED,39,2020-04-24,0,31,8
KHENCHELA,40,2020-04-24,2,25,2
SOUK-AHRAS,41,2020-04-24,0,7,1
TIPAZA,42,2020-04-24,1,110,20
MILA,43,2020-04-24,0,9,1
AIN DEFLA,44,2020-04-24,6,113,5
NAAMA,45,2020-04-24,0,1,0
AIN-TEMOUCHENT,46,2020-04-24,1,24,4
GHARDAIA,47,2020-04-24,0,37,4
RELIZANE,48,2020-04-24,1,18,3
ADRAR,1,2020-04-25,0,25,1
CHLEF,2,2020-04-25,0,49,1
LAGHOUAT,3,2020-04-25,0,20,0
OUM EL BOUAGHI,4,2020-04-25,9,49,4
BATNA,5,2020-04-25,0,26,4
BEJAIA,6,2020-04-25,7,115,14
BISKRA,7,2020-04-25,2,44,6
BECHAR,8,2020-04-25,0,14,0
BLIDA,9,2020-04-25,19,749,102
BOUIRA,10,2020-04-25,0,20,2
TAMENGHASSET,11,2020-04-25,0,1,0
TEBESSA,12,2020-04-25,0,20,2
TLEMCEN,13,2020-04-25,0,61,6
TIARET,14,2020-04-25,1,47,2
TIZI OUZOU,15,2020-04-25,1,98,14
ALGER,16,2020-04-25,0,472,103
DJELFA,17,2020-04-25,0,45,4
JIJEL,18,2020-04-25,8,42,5
SETIF,19,2020-04-25,17,157,10
SAIDA,20,2020-04-25,0,4,0
SKIKDA,21,2020-04-25,1,34,4
SIDI BEL ABBES,22,2020-04-25,6,38,6
ANNABA,23,2020-04-25,1,25,3
GUELMA,24,2020-04-25,0,16,1
CONSTANTINE,25,2020-04-25,12,114,9
MEDEA,26,2020-04-25,0,44,10
MOSTAGANEM,27,2020-04-25,0,56,3
M'SILA,28,2020-04-25,0,17,7
MASCARA,29,2020-04-25,0,39,4
OUARGLA,30,2020-04-25,7,47,5
ORAN,31,2020-04-25,6,192,13
EL BAYADH,32,2020-04-25,0,3,0
ILLIZI,33,2020-04-25,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-25,2,72,16
BOUMERDES,35,2020-04-25,0,42,7
EL-TARF,36,2020-04-25,0,10,0
TINDOUF,37,2020-04-25,0,0,0
TISSEMSILT,38,2020-04-25,0,42,2
EL OUED,39,2020-04-25,0,31,8
KHENCHELA,40,2020-04-25,0,25,2
SOUK-AHRAS,41,2020-04-25,1,8,1
TIPAZA,42,2020-04-25,9,119,21
MILA,43,2020-04-25,2,11,1
AIN DEFLA,44,2020-04-25,9,122,5
NAAMA,45,2020-04-25,0,1,0
AIN-TEMOUCHENT,46,2020-04-25,0,24,4
GHARDAIA,47,2020-04-25,9,46,4
RELIZANE,48,2020-04-25,0,18,3
ADRAR,1,2020-04-26,6,31,1
CHLEF,2,2020-04-26,0,49,1
LAGHOUAT,3,2020-04-26,3,23,0
OUM EL BOUAGHI,4,2020-04-26,10,59,4
BATNA,5,2020-04-26,0,26,4
BEJAIA,6,2020-04-26,1,116,14
BISKRA,7,2020-04-26,0,44,6
BECHAR,8,2020-04-26,15,29,0
BLIDA,9,2020-04-26,0,749,104
BOUIRA,10,2020-04-26,2,22,3
TAMENGHASSET,11,2020-04-26,0,1,0
TEBESSA,12,2020-04-26,2,22,3
TLEMCEN,13,2020-04-26,0,61,6
TIARET,14,2020-04-26,5,52,2
TIZI OUZOU,15,2020-04-26,1,99,14
ALGER,16,2020-04-26,3,475,103
DJELFA,17,2020-04-26,3,48,4
JIJEL,18,2020-04-26,1,43,5
SETIF,19,2020-04-26,3,160,11
SAIDA,20,2020-04-26,0,4,0
SKIKDA,21,2020-04-26,0,34,4
SIDI BEL ABBES,22,2020-04-26,3,41,6
ANNABA,23,2020-04-26,0,25,3
GUELMA,24,2020-04-26,1,17,1
CONSTANTINE,25,2020-04-26,16,130,9
MEDEA,26,2020-04-26,2,46,10
MOSTAGANEM,27,2020-04-26,0,56,3
M'SILA,28,2020-04-26,0,17,7
MASCARA,29,2020-04-26,0,39,4
OUARGLA,30,2020-04-26,6,53,5
ORAN,31,2020-04-26,2,194,13
EL BAYADH,32,2020-04-26,0,3,0
ILLIZI,33,2020-04-26,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-26,10,82,17
BOUMERDES,35,2020-04-26,0,42,7
EL-TARF,36,2020-04-26,2,12,0
TINDOUF,37,2020-04-26,0,0,0
TISSEMSILT,38,2020-04-26,4,46,2
EL OUED,39,2020-04-26,4,35,8
KHENCHELA,40,2020-04-26,0,25,2
SOUK-AHRAS,41,2020-04-26,1,9,1
TIPAZA,42,2020-04-26,3,122,21
MILA,43,2020-04-26,0,11,1
AIN DEFLA,44,2020-04-26,4,126,5
NAAMA,45,2020-04-26,0,1,0
AIN-TEMOUCHENT,46,2020-04-26,7,31,4
GHARDAIA,47,2020-04-26,5,51,4
RELIZANE,48,2020-04-26,1,19,3
ADRAR,1,2020-04-27,6,31,1
CHLEF,2,2020-04-27,0,49,1
LAGHOUAT,3,2020-04-27,3,23,0
OUM EL BOUAGHI,4,2020-04-27,10,59,4
BATNA,5,2020-04-27,0,26,4
BEJAIA,6,2020-04-27,1,116,14
BISKRA,7,2020-04-27,0,44,6
BECHAR,8,2020-04-27,15,29,0
BLIDA,9,2020-04-27,0,749,104
BOUIRA,10,2020-04-27,2,22,3
TAMENGHASSET,11,2020-04-27,0,1,0
TEBESSA,12,2020-04-27,2,22,3
TLEMCEN,13,2020-04-27,0,61,6
TIARET,14,2020-04-27,5,52,2
TIZI OUZOU,15,2020-04-27,1,99,14
ALGER,16,2020-04-27,3,475,103
DJELFA,17,2020-04-27,3,48,4
JIJEL,18,2020-04-27,1,43,5
SETIF,19,2020-04-27,3,160,11
SAIDA,20,2020-04-27,0,4,0
SKIKDA,21,2020-04-27,0,34,4
SIDI BEL ABBES,22,2020-04-27,3,41,6
ANNABA,23,2020-04-27,0,25,3
GUELMA,24,2020-04-27,1,17,1
CONSTANTINE,25,2020-04-27,16,130,9
MEDEA,26,2020-04-27,2,46,10
MOSTAGANEM,27,2020-04-27,0,56,3
M'SILA,28,2020-04-27,0,17,7
MASCARA,29,2020-04-27,0,39,4
OUARGLA,30,2020-04-27,6,53,5
ORAN,31,2020-04-27,2,194,13
EL BAYADH,32,2020-04-27,0,3,0
ILLIZI,33,2020-04-27,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-27,10,82,17
BOUMERDES,35,2020-04-27,0,42,7
EL-TARF,36,2020-04-27,2,12,0
TINDOUF,37,2020-04-27,0,0,0
TISSEMSILT,38,2020-04-27,4,46,2
EL OUED,39,2020-04-27,4,35,8
KHENCHELA,40,2020-04-27,0,25,2
SOUK-AHRAS,41,2020-04-27,1,9,1
TIPAZA,42,2020-04-27,3,122,21
MILA,43,2020-04-27,0,11,1
AIN DEFLA,44,2020-04-27,4,126,5
NAAMA,45,2020-04-27,0,1,0
AIN-TEMOUCHENT,46,2020-04-27,7,31,4
GHARDAIA,47,2020-04-27,5,51,4
RELIZANE,48,2020-04-27,1,19,3
ADRAR,1,2020-04-28,0,35,1
CHLEF,2,2020-04-28,0,49,1
LAGHOUAT,3,2020-04-28,1,25,0
OUM EL BOUAGHI,4,2020-04-28,4,63,5
BATNA,5,2020-04-28,0,26,4
BEJAIA,6,2020-04-28,3,124,14
BISKRA,7,2020-04-28,3,55,6
BECHAR,8,2020-04-28,4,34,0
BLIDA,9,2020-04-28,11,772,107
BOUIRA,10,2020-04-28,0,24,3
TAMENGHASSET,11,2020-04-28,0,1,0
TEBESSA,12,2020-04-28,2,25,3
TLEMCEN,13,2020-04-28,8,79,6
TIARET,14,2020-04-28,1,55,4
TIZI OUZOU,15,2020-04-28,4,103,14
ALGER,16,2020-04-28,14,494,105
DJELFA,17,2020-04-28,2,52,4
JIJEL,18,2020-04-28,0,43,5
SETIF,19,2020-04-28,8,181,12
SAIDA,20,2020-04-28,0,4,0
SKIKDA,21,2020-04-28,1,37,4
SIDI BEL ABBES,22,2020-04-28,3,44,6
ANNABA,23,2020-04-28,0,25,4
GUELMA,24,2020-04-28,0,19,1
CONSTANTINE,25,2020-04-28,6,148,9
MEDEA,26,2020-04-28,4,55,10
MOSTAGANEM,27,2020-04-28,0,57,3
M'SILA,28,2020-04-28,1,18,7
MASCARA,29,2020-04-28,2,42,4
OUARGLA,30,2020-04-28,3,60,5
ORAN,31,2020-04-28,27,229,13
EL BAYADH,32,2020-04-28,0,3,0
ILLIZI,33,2020-04-28,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-28,1,88,17
BOUMERDES,35,2020-04-28,1,44,8
EL-TARF,36,2020-04-28,0,13,0
TINDOUF,37,2020-04-28,0,0,0
TISSEMSILT,38,2020-04-28,0,46,2
EL OUED,39,2020-04-28,3,38,8
KHENCHELA,40,2020-04-28,0,30,2
SOUK-AHRAS,41,2020-04-28,3,12,1
TIPAZA,42,2020-04-28,3,129,22
MILA,43,2020-04-28,1,12,1
AIN DEFLA,44,2020-04-28,3,137,5
NAAMA,45,2020-04-28,0,3,0
AIN-TEMOUCHENT,46,2020-04-28,4,38,4
GHARDAIA,47,2020-04-28,0,51,4
RELIZANE,48,2020-04-28,1,25,3
ADRAR,1,2020-04-29,0,35,2
CHLEF,2,2020-04-29,0,49,1
LAGHOUAT,3,2020-04-29,1,26,0
OUM EL BOUAGHI,4,2020-04-29,7,70,5
BATNA,5,2020-04-29,7,33,4
BEJAIA,6,2020-04-29,3,127,14
BISKRA,7,2020-04-29,1,56,6
BECHAR,8,2020-04-29,5,39,0
BLIDA,9,2020-04-29,14,786,107
BOUIRA,10,2020-04-29,1,25,3
TAMENGHASSET,11,2020-04-29,2,3,0
TEBESSA,12,2020-04-29,5,30,3
TLEMCEN,13,2020-04-29,11,90,6
TIARET,14,2020-04-29,14,69,4
TIZI OUZOU,15,2020-04-29,1,104,14
ALGER,16,2020-04-29,8,502,105
DJELFA,17,2020-04-29,2,54,4
JIJEL,18,2020-04-29,2,45,5
SETIF,19,2020-04-29,12,193,14
SAIDA,20,2020-04-29,0,4,0
SKIKDA,21,2020-04-29,6,43,4
SIDI BEL ABBES,22,2020-04-29,0,44,6
