Day,Province,ISO_code,Cumulative Cases,Cumulative Deaths,Cumulative Recoveries,New Cases,New Deaths,New Recoveries
2020-02-26,Béjaïa,DZ-06,0,0,0,0,0,0
2020-02-26,Biskra,DZ-07,0,0,0,0,0,0
2020-02-26,Béchar,DZ-08,0,0,0,0,0,0
2020-02-26,Blida,DZ-09,0,0,0,0,0,0
2020-02-26,Bouira,DZ-10,0,0,0,0,0,0
2020-02-26,Tamanghasset,DZ-11,0,0,0,0,0,0
2020-02-26,Tébessa,DZ-12,0,0,0,0,0,0
2020-02-26,Tlemcen,DZ-13,0,0,0,0,0,0
2020-02-26,Tiaret,DZ-14,0,0,0,0,0,0
2020-02-26,Tizi Ouzou,DZ-15,0,0,0,0,0,0
2020-02-26,Alger,DZ-16,0,0,0,0,0,0
2020-02-26,Djelfa,DZ-17,0,0,0,0,0,0
2020-02-26,Jijel,DZ-18,0,0,0,0,0,0
2020-02-26,Sétif,DZ-19,0,0,0,0,0,0
2020-02-26,Saïda,DZ-20,0,0,0,0,0,0
2020-02-26,Skikda,DZ-21,0,0,0,0,0,0
2020-02-26,Sidi Bel Abbès,DZ-22,0,0,0,0,0,0
2020-02-26,Annaba,DZ-23,0,0,0,0,0,0
2020-02-26,Guelma,DZ-24,0,0,0,0,0,0
2020-02-26,Constantine,DZ-25,0,0,0,0,0,0
2020-02-26,Médéa,DZ-26,0,0,0,0,0,0
2020-02-26,Mostaganem,DZ-27,0,0,0,0,0,0
2020-02-26,M'Sila,DZ-28,0,0,0,0,0,0
2020-02-26,Mascara,DZ-29,0,0,0,0,0,0
2020-02-26,Ouargla,DZ-30,1,0,0,0,0,0
2020-02-26,Oran,DZ-31,0,0,0,0,0,0
2020-02-26,El Bayadh,DZ-32,0,0,0,0,0,0
2020-02-26,Illizi,DZ-33,0,0,0,0,0,0
2020-02-26,Bordj Bou Arréridj,DZ-34,0,0,0,0,0,0
2020-02-26,Boumerdès,DZ-35,0,0,0,0,0,0
2020-02-26,El Tarf,DZ-36,0,0,0,0,0,0
2020-02-26,Tindouf,DZ-37,0,0,0,0,0,0
2020-02-26,Tissemsilt,DZ-38,0,0,0,0,0,0
2020-02-26,El Oued,DZ-39,0,0,0,0,0,0
2020-02-26,Khenchela,DZ-40,0,0,0,0,0,0
2020-02-26,Souk Ahras,DZ-41,0,0,0,0,0,0
2020-02-26,Tipaza,DZ-42,0,0,0,0,0,0
2020-02-26,Mila,DZ-43,0,0,0,0,0,0
2020-02-26,Aïn Defla,DZ-44,0,0,0,0,0,0
2020-02-26,Naâma,DZ-45,0,0,0,0,0,0
2020-02-26,Aïn Témouchent,DZ-46,0,0,0,0,0,0
2020-02-26,Ghardaïa,DZ-47,0,0,0,0,0,0
2020-02-26,Relizane,DZ-48,0,0,0,0,0,0
2020-02-27,National,DZ,1,0,0,0,0,0
2020-02-27,Adrar,DZ-01,0,0,0,0,0,0
2020-02-27,Chlef,DZ-02,0,0,0,0,0,0
2020-02-27,Laghouat,DZ-03,0,0,0,0,0,0
2020-02-27,Oum El Bouaghi,DZ-04,0,0,0,0,0,0
2020-02-27,Batna,DZ-05,0,0,0,0,0,0
2020-02-27,Béjaïa,DZ-06,0,0,0,0,0,0
2020-02-27,Biskra,DZ-07,0,0,0,0,0,0
2020-02-27,Béchar,DZ-08,0,0,0,0,0,0
2020-02-27,Blida,DZ-09,0,0,0,0,0,0
2020-02-27,Bouira,DZ-10,0,0,0,0,0,0
2020-02-27,Tamanghasset,DZ-11,0,0,0,0,0,0
2020-02-27,Tébessa,DZ-12,0,0,0,0,0,0
2020-02-27,Tlemcen,DZ-13,0,0,0,0,0,0
2020-02-27,Tiaret,DZ-14,0,0,0,0,0,0
2020-02-27,Tizi Ouzou,DZ-15,0,0,0,0,0,0
2020-02-27,Alger,DZ-16,0,0,0,0,0,0
2020-02-27,Djelfa,DZ-17,0,0,0,0,0,0
2020-02-27,Jijel,DZ-18,0,0,0,0,0,0
2020-02-27,Sétif,DZ-19,0,0,0,0,0,0
2020-02-27,Saïda,DZ-20,0,0,0,0,0,0
2020-02-27,Skikda,DZ-21,0,0,0,0,0,0
2020-02-27,Sidi Bel Abbès,DZ-22,0,0,0,0,0,0
2020-02-27,Annaba,DZ-23,0,0,0,0,0,0
2020-02-27,Guelma,DZ-24,0,0,0,0,0,0
2020-02-27,Constantine,DZ-25,0,0,0,0,0,0
2020-02-27,Médéa,DZ-26,0,0,0,0,0,0
2020-02-27,Mostaganem,DZ-27,0,0,0,0,0,0
2020-02-27,M'Sila,DZ-28,0,0,0,0,0,0
2020-02-27,Mascara,DZ-29,0,0,0,0,0,0
2020-02-27,Ouargla,DZ-30,1,0,0,0,0,0
2020-02-27,Oran,DZ-31,0,0,0,0,0,0
2020-02-27,El Bayadh,DZ-32,0,0,0,0,0,0
2020-02-27,Illizi,DZ-33,0,0,0,0,0,0
2020-02-27,Bordj Bou Arréridj,DZ-34,0,0,0,0,0,0
2020-02-27,Boumerdès,DZ-35,0,0,0,0,0,0
2020-02-27,El Tarf,DZ-36,0,0,0,0,0,0
2020-02-27,Tindouf,DZ-37,0,0,0,0,0,0
2020-02-27,Tissemsilt,DZ-38,0,0,0,0,0,0
2020-02-27,El Oued,DZ-39,0,0,0,0,0,0
2020-02-27,Khenchela,DZ-40,0,0,0,0,0,0
2020-02-27,Souk Ahras,DZ-41,0,0,0,0,0,0
2020-02-27,Tipaza,DZ-42,0,0,0,0,0,0
2020-02-27,Mila,DZ-43,0,0,0,0,0,0
2020-02-27,Aïn Defla,DZ-44,0,0,0,0,0,0
2020-02-27,Naâma,DZ-45,0,0,0,0,0,0
2020-02-27,Aïn Témouchent,DZ-46,0,0,0,0,0,0
2020-02-27,Ghardaïa,DZ-47,0,0,0,0,0,0
2020-02-27,Relizane,DZ-48,0,0,0,0,0,0
2020-02-28,National,DZ,1,0,0,0,0,0
2020-02-28,Adrar,DZ-01,0,0,0,0,0,0
2020-02-28,Chlef,DZ-02,0,0,0,0,0,0
2020-02-28,Laghouat,DZ-03,0,0,0,0,0,0
2020-02-28,Oum El Bouaghi,DZ-04,0,0,0,0,0,0
2020-02-28,Batna,DZ-05,0,0,0,0,0,0
2020-02-28,Béjaïa,DZ-06,0,0,0,0,0,0
2020-02-28,Biskra,DZ-07,0,0,0,0,0,0
2020-02-28,Béchar,DZ-08,0,0,0,0,0,0
2020-02-28,Blida,DZ-09,0,0,0,0,0,0
2020-02-28,Bouira,DZ-10,0,0,0,0,0,0
2020-02-28,Tamanghasset,DZ-11,0,0,0,0,0,0
2020-02-28,Tébessa,DZ-12,0,0,0,0,0,0
2020-02-28,Tlemcen,DZ-13,0,0,0,0,0,0
2020-02-28,Tiaret,DZ-14,0,0,0,0,0,0
2020-02-28,Tizi Ouzou,DZ-15,0,0,0,0,0,0
2020-02-28,Alger,DZ-16,0,0,0,0,0,0
2020-02-28,Djelfa,DZ-17,0,0,0,0,0,0
2020-02-28,Jijel,DZ-18,0,0,0,0,0,0
2020-02-28,Sétif,DZ-19,0,0,0,0,0,0
2020-02-28,Saïda,DZ-20,0,0,0,0,0,0
2020-02-28,Skikda,DZ-21,0,0,0,0,0,0
2020-02-28,Sidi Bel Abbès,DZ-22,0,0,0,0,0,0
2020-02-28,Annaba,DZ-23,0,0,0,0,0,0
2020-02-28,Guelma,DZ-24,0,0,0,0,0,0
2020-02-28,Constantine,DZ-25,0,0,0,0,0,0
2020-02-28,Médéa,DZ-26,0,0,0,0,0,0
2020-02-28,Mostaganem,DZ-27,0,0,0,0,0,0
2020-02-28,M'Sila,DZ-28,0,0,0,0,0,0
2020-02-28,Mascara,DZ-29,0,0,0,0,0,0
2020-02-28,Ouargla,DZ-30,1,0,0,0,0,0
2020-02-28,Oran,DZ-31,0,0,0,0,0,0
2020-02-28,El Bayadh,DZ-32,0,0,0,0,0,0
2020-02-28,Illizi,DZ-33,0,0,0,0,0,0
2020-02-28,Bordj Bou Arréridj,DZ-34,0,0,0,0,0,0
2020-02-28,Boumerdès,DZ-35,0,0,0,0,0,0
2020-02-28,El Tarf,DZ-36,0,0,0,0,0,0
2020-02-28,Tindouf,DZ-37,0,0,0,0,0,0
2020-02-28,Tissemsilt,DZ-38,0,0,0,0,0,0
2020-02-28,El Oued,DZ-39,0,0,0,0,0,0
2020-02-28,Khenchela,DZ-40,0,0,0,0,0,0
2020-02-28,Souk Ahras,DZ-41,0,0,0,0,0,0
2020-02-28,Tipaza,DZ-42,0,0,0,0,0,0
2020-02-28,Mila,DZ-43,0,0,0,0,0,0
2020-02-28,Aïn Defla,DZ-44,0,0,0,0,0,0
2020-02-28,Naâma,DZ-45,0,0,0,0,0,0
2020-02-28,Aïn Témouchent,DZ-46,0,0,0,0,0,0
2020-02-28,Ghardaïa,DZ-47,0,0,0,0,0,0
2020-02-28,Relizane,DZ-48,0,0,0,0,0,0
2020-02-29,National,DZ,1,0,0,0,0,0
2020-02-29,Adrar,DZ-01,0,0,0,0,0,0
2020-02-29,Chlef,DZ-02,0,0,0,0,0,0
2020-02-29,Laghouat,DZ-03,0,0,0,0,0,0
2020-02-29,Oum El Bouaghi,DZ-04,0,0,0,0,0,0
2020-02-29,Batna,DZ-05,0,0,0,0,0,0
2020-02-29,Béjaïa,DZ-06,0,0,0,0,0,0
2020-02-29,Biskra,DZ-07,0,0,0,0,0,0
2020-02-29,Béchar,DZ-08,0,0,0,0,0,0
2020-02-29,Blida,DZ-09,0,0,0,0,0,0
2020-02-29,Bouira,DZ-10,0,0,0,0,0,0
2020-02-29,Tamanghasset,DZ-11,0,0,0,0,0,0
2020-02-29,Tébessa,DZ-12,0,0,0,0,0,0
2020-02-29,Tlemcen,DZ-13,0,0,0,0,0,0
2020-02-29,Tiaret,DZ-14,0,0,0,0,0,0
2020-02-29,Tizi Ouzou,DZ-15,0,0,0,0,0,0
2020-02-29,Alger,DZ-16,0,0,0,0,0,0
2020-02-29,Djelfa,DZ-17,0,0,0,0,0,0
2020-02-29,Jijel,DZ-18,0,0,0,0,0,0
2020-02-29,Sétif,DZ-19,0,0,0,0,0,0
2020-02-29,Saïda,DZ-20,0,0,0,0,0,0
2020-02-29,Skikda,DZ-21,0,0,0,0,0,0
2020-02-29,Sidi Bel Abbès,DZ-22,0,0,0,0,0,0
2020-02-29,Annaba,DZ-23,0,0,0,0,0,0
2020-02-29,Guelma,DZ-24,0,0,0,0,0,0
2020-02-29,Constantine,DZ-25,0,0,0,0,0,0
2020-02-29,Médéa,DZ-26,0,0,0,0,0,0
2020-02-29,Mostaganem,DZ-27,0,0,0,0,0,0
2020-02-29,M'Sila,DZ-28,0,0,0,0,0,0
2020-02-29,Mascara,DZ-29,0,0,0,0,0,0
2020-02-29,Ouargla,DZ-30,1,0,0,0,0,0
2020-02-29,Oran,DZ-31,0,0,0,0,0,0
2020-02-29,El Bayadh,DZ-32,0,0,0,0,0,0
2020-02-29,Illizi,DZ-33,0,0,0,0,0,0
2020-02-29,Bordj Bou Arréridj,DZ-34,0,0,0,0,0,0
2020-02-29,Boumerdès,DZ-35,0,0,0,0,0,0
2020-02-29,El Tarf,DZ-36,0,0,0,0,0,0
2020-02-29,Tindouf,DZ-37,0,0,0,0,0,0
2020-02-29,Tissemsilt,DZ-38,0,0,0,0,0,0
2020-02-29,El Oued,DZ-39,0,0,0,0,0,0
2020-02-29,Khenchela,DZ-40,0,0,0,0,0,0
2020-02-29,Souk Ahras,DZ-41,0,0,0,0,0,0
2020-02-29,Tipaza,DZ-42,0,0,0,0,0,0
2020-02-29,Mila,DZ-43,0,0,0,0,0,0
2020-02-29,Aïn Defla,DZ-44,0,0,0,0,0,0
2020-02-29,Naâma,DZ-45,0,0,0,0,0,0
2020-02-29,Aïn Témouchent,DZ-46,0,0,0,0,0,0
2020-02-29,Ghardaïa,DZ-47,0,0,0,0,0,0
2020-02-29,Relizane,DZ-48,0,0,0,0,0,0
2020-03-01,National,DZ,1,0,0,0,0,0
2020-03-01,Adrar,DZ-01,0,0,0,0,0,0
2020-03-01,Chlef,DZ-02,0,0,0,0,0,0
2020-03-01,Laghouat,DZ-03,0,0,0,0,0,0
2020-03-01,Oum El Bouaghi,DZ-04,0,0,0,0,0,0
2020-03-01,Batna,DZ-05,0,0,0,0,0,0
2020-03-01,Béjaïa,DZ-06,0,0,0,0,0,0
2020-03-01,Biskra,DZ-07,0,0,0,0,0,0
2020-03-01,Béchar,DZ-08,0,0,0,0,0,0
2020-03-01,Blida,DZ-09,0,0,0,0,0,0
2020-03-01,Bouira,DZ-10,0,0,0,0,0,0
2020-03-01,Tamanghasset,DZ-11,0,0,0,0,0,0
2020-03-01,Tébessa,DZ-12,0,0,0,0,0,0
2020-03-01,Tlemcen,DZ-13,0,0,0,0,0,0
2020-03-01,Tiaret,DZ-14,0,0,0,0,0,0
2020-03-01,Tizi Ouzou,DZ-15,0,0,0,0,0,0
2020-03-01,Alger,DZ-16,0,0,0,0,0,0
2020-03-01,Djelfa,DZ-17,0,0,0,0,0,0
2020-03-01,Jijel,DZ-18,0,0,0,0,0,0
2020-03-01,Sétif,DZ-19,0,0,0,0,0,0
2020-03-01,Saïda,DZ-20,0,0,0,0,0,0
2020-03-01,Skikda,DZ-21,0,0,0,0,0,0
2020-03-01,Sidi Bel Abbès,DZ-22,0,0,0,0,0,0
2020-03-01,Annaba,DZ-23,0,0,0,0,0,0
2020-03-01,Guelma,DZ-24,0,0,0,0,0,0
2020-03-01,Constantine,DZ-25,0,0,0,0,0,0
2020-03-01,Médéa,DZ-26,0,0,0,0,0,0
2020-03-01,Mostaganem,DZ-27,0,0,0,0,0,0
2020-03-01,M'Sila,DZ-28,0,0,0,0,0,0
2020-03-01,Mascara,DZ-29,0,0,0,0,0,0
2020-03-01,Ouargla,DZ-30,1,0,0,0,0,0
2020-03-01,Oran,DZ-31,0,0,0,0,0,0
2020-03-01,El Bayadh,DZ-32,0,0,0,0,0,0
2020-03-01,Illizi,DZ-33,0,0,0,0,0,0
2020-03-01,Bordj Bou Arréridj,DZ-34,0,0,0,0,0,0
2020-03-01,Boumerdès,DZ-35,0,0,0,0,0,0
2020-03-01,El Tarf,DZ-36,0,0,0,0,0,0
2020-03-01,Tindouf,DZ-37,0,0,0,0,0,0
2020-03-01,Tissemsilt,DZ-38,0,0,0,0,0,0
2020-03-01,El Oued,DZ-39,0,0,0,0,0,0
2020-03-01,Khenchela,DZ-40,0,0,0,0,0,0
2020-03-01,Souk Ahras,DZ-41,0,0,0,0,0,0
2020-03-01,Tipaza,DZ-42,0,0,0,0,0,0
2020-03-01,Mila,DZ-43,0,0,0,0,0,0
2020-03-01,Aïn Defla,DZ-44,0,0,0,0,0,0
2020-03-01,Naâma,DZ-45,0,0,0,0,0,0
2020-03-01,Aïn Témouchent,DZ-46,0,0,0,0,0,0
2020-03-01,Ghardaïa,DZ-47,0,0,0,0,0,0
2020-03-01,Relizane,DZ-48,0,0,0,0,0,0
2020-03-02,National,DZ,5,0,0,4,0,0
2020-03-02,Adrar,DZ-01,0,0,0,0,0,0
2020-03-02,Chlef,DZ-02,0,0,0,0,0,0
2020-03-02,Laghouat,DZ-03,0,0,0,0,0,0
2020-03-02,Oum El Bouaghi,DZ-04,0,0,0,0,0,0
2020-03-02,Batna,DZ-05,0,0,0,0,0,0
2020-03-02,Béjaïa,DZ-06,0,0,0,0,0,0
2020-03-02,Biskra,DZ-07,0,0,0,0,0,0
2020-03-02,Béchar,DZ-08,0,0,0,0,0,0
2020-03-02,Blida,DZ-09,2,0,0,2,0,0
2020-03-02,Bouira,DZ-10,0,0,0,0,0,0
2020-03-02,Tamanghasset,DZ-11,0,0,0,0,0,0
2020-03-02,Tébessa,DZ-12,0,0,0,0,0,0
2020-03-02,Tlemcen,DZ-13,0,0,0,0,0,0
2020-03-02,Tiaret,DZ-14,0,0,0,0,0,0
2020-03-02,Tizi Ouzou,DZ-15,0,0,0,0,0,0
2020-03-02,Alger,DZ-16,0,0,0,0,0,0
2020-03-02,Djelfa,DZ-17,0,0,0,0,0,0
2020-03-02,Jijel,DZ-18,0,0,0,0,0,0
2020-03-02,Sétif,DZ-19,0,0,0,0,0,0
2020-03-02,Saïda,DZ-20,0,0,0,0,0,0
2020-03-02,Skikda,DZ-21,0,0,0,0,0,0
2020-03-02,Sidi Bel Abbès,DZ-22,0,0,0,0,0,0
2020-03-02,Annaba,DZ-23,0,0,0,0,0,0
2020-03-02,Guelma,DZ-24,0,0,0,0,0,0
2020-03-02,Constantine,DZ-25,0,0,0,0,0,0
2020-03-02,Médéa,DZ-26,0,0,0,0,0,0
2020-03-02,Mostaganem,DZ-27,0,0,0,0,0,0
2020-03-02,M'Sila,DZ-28,0,0,0,0,0,0
2020-03-02,Mascara,DZ-29,0,0,0,0,0,0
2020-03-02,Ouargla,DZ-30,1,0,0,0,0,0
2020-03-02,Oran,DZ-31,0,0,0,0,0,0
2020-03-02,El Bayadh,DZ-32,0,0,0,0,0,0
2020-03-02,Illizi,DZ-33,0,0,0,0,0,0
2020-03-02,Bordj Bou Arréridj,DZ-34,0,0,0,0,0,0
2020-03-02,Boumerdès,DZ-35,0,0,0,0,0,0
2020-03-02,El Tarf,DZ-36,0,0,0,0,0,0
2020-03-02,Tindouf,DZ-37,0,0,0,0,0,0
2020-03-02,Tissemsilt,DZ-38,0,0,0,0,0,0
2020-03-02,El Oued,DZ-39,0,0,0,0,0,0
2020-03-02,Khenchela,DZ-40,0,0,0,0,0,0
2020-03-02,Souk Ahras,DZ-41,0,0,0,0,0,0
2020-03-02,Tipaza,DZ-42,0,0,0,0,0,0
2020-03-02,Mila,DZ-43,0,0,0,0,0,0
2020-03-02,Aïn Defla,DZ-44,0,0,0,0,0,0
2020-03-02,Naâma,DZ-45,0,0,0,0,0,0
2020-03-02,Aïn Témouchent,DZ-46,0,0,0,0,0,0
2020-03-02,Ghardaïa,DZ-47,0,0,0,0,0,0
2020-03-02,Relizane,DZ-48,0,0,0,0,0,0
2020-03-03,National,DZ,8,0,0,3,0,0
2020-03-03,Adrar,DZ-01,0,0,0,0,0,0
2020-03-03,Chlef,DZ-02,0,0,0,0,0,0
2020-03-03,Laghouat,DZ-03,0,0,0,0,0,0
2020-03-03,Oum El Bouaghi,DZ-04,0,0,0,0,0,0
2020-03-03,Batna,DZ-05,0,0,0,0,0,0
2020-03-03,Béjaïa,DZ-06,0,0,0,0,0,0
2020-03-03,Biskra,DZ-07,0,0,0,0,0,0
2020-03-03,Béchar,DZ-08,0,0,0,0,0,0
2020-03-03,Blida,DZ-09,4,0,0,2,0,0
2020-03-03,Bouira,DZ-10,0,0,0,0,0,0
2020-03-03,Tamanghasset,DZ-11,0,0,0,0,0,0
2020-03-03,Tébessa,DZ-12,0,0,0,0,0,0
2020-03-03,Tlemcen,DZ-13,0,0,0,0,0,0
2020-03-03,Tiaret,DZ-14,0,0,0,0,0,0
2020-03-03,Tizi Ouzou,DZ-15,0,0,0,0,0,0
2020-03-03,Alger,DZ-16,0,0,0,0,0,0
2020-03-03,Djelfa,DZ-17,0,0,0,0,0,0
2020-03-03,Jijel,DZ-18,0,0,0,0,0,0
2020-03-03,Sétif,DZ-19,0,0,0,0,0,0
2020-03-03,Saïda,DZ-20,0,0,0,0,0,0
2020-03-03,Skikda,DZ-21,0,0,0,0,0,0
2020-03-03,Sidi Bel Abbès,DZ-22,0,0,0,0,0,0
2020-03-03,Annaba,DZ-23,0,0,0,0,0,0
2020-03-03,Guelma,DZ-24,0,0,0,0,0,0
2020-03-03,Constantine,DZ-25,0,0,0,0,0,0
2020-03-03,Médéa,DZ-26,0,0,0,0,0,0
2020-03-03,Mostaganem,DZ-27,0,0,0,0,0,0
2020-03-03,M'Sila,DZ-28,0,0,0,0,0,0
2020-03-03,Mascara,DZ-29,0,0,0,0,0,0
2020-03-03,Ouargla,DZ-30,1,0,0,0,0,0
2020-03-03,Oran,DZ-31,0,0,0,0,0,0
2020-03-03,El Bayadh,DZ-32,0,0,0,0,0,0
2020-03-03,Illizi,DZ-33,0,0,0,0,0,0
2020-03-03,Bordj Bou Arréridj,DZ-34,0,0,0,0,0,0
2020-03-03,Boumerdès,DZ-35,0,0,0,0,0,0
2020-03-03,El Tarf,DZ-36,0,0,0,0,0,0
2020-03-03,Tindouf,DZ-37,0,0,0,0,0,0
2020-03-03,Tissemsilt,DZ-38,0,0,0,0,0,0
2020-03-03,El Oued,DZ-39,0,0,0,0,0,0
2020-03-03,Khenchela,DZ-40,0,0,0,0,0,0
2020-03-03,Souk Ahras,DZ-41,0,0,0,0,0,0
2020-03-03,Tipaza,DZ-42,0,0,0,0,0,0
2020-03-03,Mila,DZ-43,0,0,0,0,0,0
2020-03-03,Aïn Defla,DZ-44,0,0,0,0,0,0
2020-03-03,Naâma,DZ-45,0,0,0,0,0,0
2020-03-03,Aïn Témouchent,DZ-46,0,0,0,0,0,0
2020-03-03,Ghardaïa,DZ-47,0,0,0,0,0,0
2020-03-03,Relizane,DZ-48,0,0,0,0,0,0
2020-03-04,National,DZ,17,0,0,9,0,0
2020-03-04,Adrar,DZ-01,0,0,0,0,0,0
2020-03-04,Chlef,DZ-02,0,0,0,0,0,0
2020-03-04,Laghouat,DZ-03,0,0,0,0,0,0
2020-03-04,Oum El Bouaghi,DZ-04,0,0,0,0,0,0
2020-03-04,Batna,DZ-05,0,0,0,0,0,0
2020-03-04,Béjaïa,DZ-06,0,0,0,0,0,0
2020-03-04,Biskra,DZ-07,0,0,0,0,0,0
2020-03-04,Béchar,DZ-08,0,0,0,0,0,0
2020-03-04,Blida,DZ-09,11,0,0,7,0,0
2020-03-04,Bouira,DZ-10,0,0,0,0,0,0
2020-03-04,Tamanghasset,DZ-11,0,0,0,0,0,0
2020-03-04,Tébessa,DZ-12,0,0,0,0,0,0
2020-03-04,Tlemcen,DZ-13,0,0,0,0,0,0
2020-03-04,Tiaret,DZ-14,0,0,0,0,0,0
2020-03-04,Tizi Ouzou,DZ-15,0,0,0,0,0,0
2020-03-04,Alger,DZ-16,0,0,0,0,0,0
2020-03-04,Djelfa,DZ-17,0,0,0,0,0,0
2020-03-04,Jijel,DZ-18,0,0,0,0,0,0
2020-03-04,Sétif,DZ-19,0,0,0,0,0,0
2020-03-04,Saïda,DZ-20,0,0,0,0,0,0
2020-03-04,Skikda,DZ-21,0,0,0,0,0,0
2020-03-04,Sidi Bel Abbès,DZ-22,0,0,0,0,0,0
2020-03-04,Annaba,DZ-23,0,0,0,0,0,0
2020-03-04,Guelma,DZ-24,0,0,0,0,0,0
2020-03-04,Constantine,DZ-25,0,0,0,0,0,0
2020-03-04,Médéa,DZ-26,0,0,0,0,0,0
2020-03-04,Mostaganem,DZ-27,0,0,0,0,0,0
2020-03-04,M'Sila,DZ-28,0,0,0,0,0,0
2020-03-04,Mascara,DZ-29,0,0,0,0,0,0
2020-03-04,Ouargla,DZ-30,1,0,0,0,0,0
2020-03-04,Oran,DZ-31,0,0,0,0,0,0
2020-03-04,El Bayadh,DZ-32,0,0,0,0,0,0
2020-03-04,Illizi,DZ-33,0,0,0,0,0,0
2020-03-04,Bordj Bou Arréridj,DZ-34,0,0,0,0,0,0
2020-03-04,Boumerdès,DZ-35,0,0,0,0,0,0
2020-03-04,El Tarf,DZ-36,0,0,0,0,0,0
2020-03-04,Tindouf,DZ-37,0,0,0,0,0,0
2020-03-04,Tissemsilt,DZ-38,0,0,0,0,0,0
2020-03-04,El Oued,DZ-39,0,0,0,0,0,0
2020-03-04,Khenchela,DZ-40,0,0,0,0,0,0
2020-03-04,Souk Ahras,DZ-41,0,0,0,0,0,0
2020-03-04,Tipaza,DZ-42,0,0,0,0,0,0
2020-03-04,Mila,DZ-43,0,0,0,0,0,0
2020-03-04,Aïn Defla,DZ-44,0,0,0,0,0,0
2020-03-04,Naâma,DZ-45,0,0,0,0,0,0
2020-03-04,Aïn Témouchent,DZ-46,0,0,0,0,0,0
2020-03-04,Ghardaïa,DZ-47,0,0,0,0,0,0
2020-03-04,Relizane,DZ-48,0,0,0,0,0,0
2020-03-05,National,DZ,17,0,0,0,0,0
2020-03-05,Adrar,DZ-01,0,0,0,0,0,0
2020-03-05,Chlef,DZ-02,0,0,0,0,0,0
2020-03-05,Laghouat,DZ-03,0,0,0,0,0,0
